player_id,nombre,competicion_raw,partidos_raw,goles_raw,asistencias_raw,amarillas_raw,rojas_raw,minutos_raw,extraccion_exitosa
261503,Álvaro Fidalgo,Copa del Rey,1,-,-,-,-,45',True
261503,Álvaro Fidalgo,TOTAL,34,2,-,1,-,"2,283'",True
261837,Noor Bane Ataya,Jordanian Pro League,24,22,7,1,-,"2,135'",True
261837,Noor Bane Ataya,TOTAL,24,22,7,1,-,"2,135'",True
261842,Rajaei Ayed,Jordanian Pro League,23,1,3,5,-,"1,929'",True
261842,Rajaei Ayed,AFC Champions League Two,7,-,-,-,-,574',True
261842,Rajaei Ayed,TOTAL,30,1,3,5,-,"2,503'",True
261850,Yazeed Abulaila,Jordanian Pro League,24,15,12,2,-,"2,160'",True
261850,Yazeed Abulaila,AFC Champions League Two,5,6,2,-,-,450',True
261850,Yazeed Abulaila,TOTAL,29,21,14,2,-,"2,610'",True
262226,Timothy Castagne,Premier League,30,-,-,4,-,"1,842'",True
262226,Timothy Castagne,EFL Cup,3,-,1,1,-,250',True
262226,Timothy Castagne,FA Cup,3,-,-,1,-,270',True
262226,Timothy Castagne,TOTAL,36,-,1,6,-,"2,362'",True
262845,Mohammed Al-Owais,Saudi First Division League,33,29,11,3,-,"2,970'",True
262845,Mohammed Al-Owais,First Div. Play-off,2,3,-,-,-,240',True
262845,Mohammed Al-Owais,TOTAL,35,32,11,3,-,"3,210'",True
262939,Johan Mojica,LaLiga,35,-,4,6,-,"2,726'",True
262939,Johan Mojica,Copa del Rey,-,-,-,-,-,-,True
262939,Johan Mojica,TOTAL,35,-,4,6,-,"2,726'",True
262980,Jefferson Lerma,Premier League,31,-,4,7,-,"1,724'",True
262980,Jefferson Lerma,Conference League,11,-,-,-,-,504',True
262980,Jefferson Lerma,EFL Cup,3,-,2,-,-,125',True
262980,Jefferson Lerma,UECL Qualifying,2,-,-,-,-,180',True
262980,Jefferson Lerma,Community Shield,1,-,-,-,-,5',True
262980,Jefferson Lerma,FA Cup,-,-,-,-,-,-,True
262980,Jefferson Lerma,TOTAL,48,-,6,7,-,"2,538'",True
263236,Kevin Danso,Premier League,24,-,-,8,-,"1,491'",True
263236,Kevin Danso,UEFA Champions League,8,-,-,1,-,477',True
263236,Kevin Danso,EFL Cup,2,-,-,-,-,180',True
263236,Kevin Danso,FA Cup,1,-,-,-,-,90',True
263236,Kevin Danso,UEFA Super Cup,1,-,-,1,-,90',True
263236,Kevin Danso,TOTAL,36,-,-,10,-,"2,328'",True
263268,Dominic Hyam,Championship,44,-,-,4,-,"3,952'",True
263268,Dominic Hyam,FA Cup,3,1,-,-,-,330',True
263268,Dominic Hyam,EFL Cup,-,-,-,-,-,-,True
263268,Dominic Hyam,TOTAL,47,1,-,4,-,"4,282'",True
264909,Ali Lajami,Saudi Pro League,25,-,-,-,-,627',True
264909,Ali Lajami,AFC Champions League,8,-,-,1,-,373',True
264909,Ali Lajami,King's Cup,5,-,-,-,-,184',True
264909,Ali Lajami,TOTAL,38,-,-,1,-,"1,184'",True
265383,Abdoulaye Seck,Ligat ha'Al,20,2,1,2,-,"1,774'",True
265383,Abdoulaye Seck,Ligat ha'Al -  Championship round,6,-,-,1,-,399',True
265383,Abdoulaye Seck,UECL Qualifying,4,1,-,1,-,360',True
265383,Abdoulaye Seck,Gvia haMedina,2,-,1,2,-,180',True
265383,Abdoulaye Seck,TOTAL,32,3,2,6,-,"2,713'",True
265625,Ajdin Hrustic,Eredivisie,27,1,6,5,-,"2,222'",True
265625,Ajdin Hrustic,KNVB Beker,3,3,1,1,-,300',True
265625,Ajdin Hrustic,TOTAL,30,4,7,6,-,"2,522'",True
266935,Mohammed Muntari,Stars League,7,-,-,3,-,336',True
266935,Mohammed Muntari,AFC Champions League,2,-,-,-,-,78',True
266935,Mohammed Muntari,Amir Cup,1,-,1,-,-,60',True
266935,Mohammed Muntari,QSL Cup,-,-,-,-,-,-,True
266935,Mohammed Muntari,TOTAL,10,-,1,3,-,474',True
272622,Issa Diop,Premier League,13,1,-,2,-,814',True
272622,Issa Diop,EFL Cup,3,-,-,-,-,270',True
272622,Issa Diop,FA Cup,2,-,-,1,-,180',True
272622,Issa Diop,TOTAL,18,1,-,3,-,"1,264'",True
272930,Jamiro Monteiro,Eredivisie,21,2,3,-,-,"1,276'",True
272930,Jamiro Monteiro,KNVB Beker,2,-,-,-,-,180',True
272930,Jamiro Monteiro,TOTAL,23,2,3,-,-,"1,456'",True
272999,Miguel Almirón,MLS,8,-,3,-,-,658',True
272999,Miguel Almirón,US Open Cup,1,-,-,-,-,25',True
272999,Miguel Almirón,TOTAL,9,-,3,-,-,683',True
273000,Júnior Alonso,Série A,10,-,-,2,-,900',True
273000,Júnior Alonso,Campeonato Mineiro,5,-,-,-,-,450',True
273000,Júnior Alonso,Copa Sudamericana,4,-,-,1,-,335',True
273000,Júnior Alonso,Copa do Brasil,-,-,-,-,-,-,True
273000,Júnior Alonso,TOTAL,19,-,-,3,-,"1,685'",True
273879,Roozbeh Cheshmi,Persian Gulf League,15,1,-,3,-,"1,075'",True
273879,Roozbeh Cheshmi,AFC Champions League Two,3,1,-,-,-,240',True
273879,Roozbeh Cheshmi,Iran Super Cup,1,1,-,1,-,90',True
273879,Roozbeh Cheshmi,Hazfi Cup,1,-,-,-,-,90',True
273879,Roozbeh Cheshmi,TOTAL,20,3,-,4,-,"1,495'",True
278145,Ricardo Adé,LigaPro Serie A,11,1,-,3,-,840',True
278145,Ricardo Adé,Libertadores,3,-,-,-,-,199',True
278145,Ricardo Adé,Copa Ecuador,-,-,-,-,-,-,True
278145,Ricardo Adé,TOTAL,14,1,-,3,-,"1,039'",True
27992,Luka Modrić,Serie A,34,2,3,4,-,"2,816'",True
27992,Luka Modrić,Italy Cup,2,-,-,-,-,33',True
27992,Luka Modrić,Supercoppa Italiana,1,-,-,-,-,15',True
27992,Luka Modrić,TOTAL,37,2,3,4,-,"2,864'",True
28003,Lionel Messi,MLS,14,12,7,2,-,"1,243'",True
28003,Lionel Messi,CONCACAF Champions Cup,2,1,-,-,-,180',True
28003,Lionel Messi,TOTAL,16,13,7,2,-,"1,423'",True
280701,Théo Bongonda,Premier Liga,4,-,-,-,-,47',True
280701,Théo Bongonda,Russian Cup,2,-,-,-,-,63',True
280701,Théo Bongonda,TOTAL,6,-,-,-,-,110',True
281963,Lucas Hernández,Ligue 1,25,-,3,4,-,"1,746'",True
281963,Lucas Hernández,UEFA Champions League,10,-,-,-,-,235',True
281963,Lucas Hernández,Coupe de France,1,-,-,-,-,90',True
281963,Lucas Hernández,Trophée des Champions,-,-,-,-,-,-,True
281963,Lucas Hernández,FIFA Intercontinental Cup,-,-,-,-,-,-,True
281963,Lucas Hernández,UEFA Super Cup,-,-,-,-,-,-,True
281963,Lucas Hernández,TOTAL,36,-,3,4,-,"2,071'",True
282144,Marin Pongracic,Serie A,35,-,-,12,-,"2,918'",True
282144,Marin Pongracic,Conference League,10,1,-,5,-,762',True
282144,Marin Pongracic,UECL Qualifying,2,-,-,-,-,115',True
282144,Marin Pongracic,Italy Cup,1,-,-,-,-,6',True
282144,Marin Pongracic,TOTAL,48,1,-,17,-,"3,801'",True
283473,Yoel Bárcenas,Liga MX Clausura,17,3,1,2,-,"1,398'",True
283473,Yoel Bárcenas,Liga MX Apertura,13,-,-,1,-,857',True
283473,Yoel Bárcenas,TOTAL,30,3,1,3,-,"2,255'",True
283489,Luca Zidane,LaLiga2,26,33,8,-,-,"2,340'",True
283489,Luca Zidane,Copa del Rey,1,-,1,-,-,90',True
283489,Luca Zidane,TOTAL,27,33,9,-,-,"2,430'",True
283628,Tomáš Souček,Premier League,35,5,-,3,-,"2,199'",True
283628,Tomáš Souček,FA Cup,3,-,-,1,-,244',True
283628,Tomáš Souček,EFL Cup,1,1,-,-,-,90',True
283628,Tomáš Souček,EFL Trophy,1,-,-,1,-,90',True
283628,Tomáš Souček,TOTAL,40,6,-,5,-,"2,623'",True
283833,Mehdi Torabi,Persian Gulf League,18,-,5,2,-,"1,208'",True
283833,Mehdi Torabi,AFC Champions League,6,1,-,-,-,311',True
283833,Mehdi Torabi,Hazfi Cup,1,1,-,-,-,87',True
283833,Mehdi Torabi,Iran Super Cup,1,-,-,-,-,67',True
283833,Mehdi Torabi,TOTAL,26,2,5,2,-,"1,673'",True
28396,Edin Dzeko,2. Bundesliga,11,6,3,-,-,599',True
28396,Edin Dzeko,Serie A,11,-,-,1,-,236',True
28396,Edin Dzeko,Conference League,5,1,-,-,-,376',True
28396,Edin Dzeko,UECL Qualifying,2,1,-,-,-,110',True
28396,Edin Dzeko,TOTAL,29,8,3,1,-,"1,321'",True
284732,Ramy Bensebaini,Bundesliga,21,5,2,6,-,"1,528'",True
284732,Ramy Bensebaini,UEFA Champions League,9,2,-,2,1,774',True
284732,Ramy Bensebaini,DFB-Pokal,2,-,1,-,-,94',True
284732,Ramy Bensebaini,TOTAL,32,7,3,8,1,"2,396'",True
285548,Fabián Balbuena,Série A,7,-,-,-,-,585',True
285548,Fabián Balbuena,Copa Sudamericana,3,-,-,-,-,234',True
285548,Fabián Balbuena,Campeonato Gaúcho,3,-,-,-,-,244',True
285548,Fabián Balbuena,Copa do Brasil,1,-,-,-,-,1',True
285548,Fabián Balbuena,TOTAL,14,-,-,-,-,"1,064'",True
287188,Dejan Ljubicic,2. Bundesliga,15,4,3,3,-,"1,182'",True
287188,Dejan Ljubicic,SuperSport HNL,15,-,3,1,-,"1,007'",True
287188,Dejan Ljubicic,Europa League,7,2,-,2,-,504',True
287188,Dejan Ljubicic,Hrvatski nogometni kup,-,-,-,-,-,-,True
287188,Dejan Ljubicic,TOTAL,37,6,6,6,-,"2,693'",True
287579,Sofyan Amrabat,LaLiga,17,-,-,4,-,"1,296'",True
287579,Sofyan Amrabat,Europa League,6,1,-,1,-,316',True
287579,Sofyan Amrabat,Champions League Qu.,4,1,-,2,-,315',True
287579,Sofyan Amrabat,Süper Lig,2,-,-,-,-,96',True
287579,Sofyan Amrabat,Copa del Rey,-,-,-,-,-,-,True
287579,Sofyan Amrabat,TOTAL,29,2,-,7,-,"2,023'",True
288230,Ousmane Dembélé,Ligue 1,22,10,7,-,-,"1,063'",True
288230,Ousmane Dembélé,UEFA Champions League,13,8,2,-,-,828',True
288230,Ousmane Dembélé,Coupe de France,2,1,1,-,-,87',True
288230,Ousmane Dembélé,Trophée des Champions,1,1,-,-,-,90',True
288230,Ousmane Dembélé,UEFA Super Cup,1,-,1,1,-,90',True
288230,Ousmane Dembélé,FIFA Intercontinental Cup,1,-,-,-,-,42',True
288230,Ousmane Dembélé,TOTAL,40,20,11,1,-,"2,200'",True
288431,Léo Pereira,Série A,14,1,-,6,-,"1,231'",True
288431,Léo Pereira,FIFA Intercontinental Cup,3,1,-,-,-,300',True
288431,Léo Pereira,Libertadores,3,-,-,-,-,270',True
288431,Léo Pereira,Campeonato Carioca,3,-,-,-,-,181',True
288431,Léo Pereira,Recopa Sudamericana,2,-,-,-,-,210',True
288431,Léo Pereira,Copa do Brasil,1,-,-,-,-,90',True
288431,Léo Pereira,Supercopa Rei,1,-,-,-,-,90',True
288431,Léo Pereira,TOTAL,27,2,-,6,-,"2,372'",True
289432,Dylan Batubinsika,Super League Play-out,8,-,-,-,-,692',True
289432,Dylan Batubinsika,Super League 1,8,-,-,2,-,720',True
289432,Dylan Batubinsika,National 2 - Grp. G,4,1,-,-,-,360',True
289432,Dylan Batubinsika,Ligue 2,1,-,-,-,-,90',True
289432,Dylan Batubinsika,Coupe de France,-,-,-,-,-,-,True
289432,Dylan Batubinsika,TOTAL,21,1,-,2,-,"1,862'",True
289446,Yerry Mina,Serie A,26,2,-,3,1,"2,153'",True
289446,Yerry Mina,Italy Cup,1,-,-,-,-,90',True
289446,Yerry Mina,TOTAL,27,2,-,3,1,"2,243'",True
291200,Moussa Niakhaté,Ligue 1,32,-,2,3,-,"2,758'",True
291200,Moussa Niakhaté,Europa League,9,1,-,1,-,739',True
291200,Moussa Niakhaté,Coupe de France,2,-,-,-,-,180',True
291200,Moussa Niakhaté,TOTAL,43,1,2,4,-,"3,677'",True
292779,Lukas Provod,Chance Liga,27,7,9,2,-,"2,222'",True
292779,Lukas Provod,UEFA Champions League,8,-,2,1,-,701',True
292779,Lukas Provod,Chance Liga Champion Gr.,3,-,2,-,-,270',True
292779,Lukas Provod,MOL Cup,1,1,-,-,-,23',True
292779,Lukas Provod,TOTAL,39,8,13,3,-,"3,216'",True
292985,Álvaro Montero,Torneo Apertura,16,12,7,-,-,"1,440'",True
292985,Álvaro Montero,Playoff Torneo Apertura,1,1,-,-,-,90',True
292985,Álvaro Montero,Copa Argentina,-,-,-,-,-,-,True
292985,Álvaro Montero,TOTAL,17,13,7,-,-,"1,530'",True
293200,Nikola Vlašić,Serie A,37,8,3,7,-,"3,055'",True
293200,Nikola Vlašić,Italy Cup,4,1,2,-,-,295',True
293200,Nikola Vlašić,TOTAL,41,9,5,7,-,"3,350'",True
293213,Amir Hadziahmetovic,Championship,37,-,3,1,-,"2,127'",True
293213,Amir Hadziahmetovic,FA Cup,2,-,-,-,-,184',True
293213,Amir Hadziahmetovic,UECL Qualifying,1,-,-,-,-,1',True
293213,Amir Hadziahmetovic,Europa League Qualifying,1,-,-,-,-,45',True
293213,Amir Hadziahmetovic,Championship Play-Offs,-,-,-,-,-,-,True
293213,Amir Hadziahmetovic,Süper Lig,-,-,-,-,-,-,True
293213,Amir Hadziahmetovic,TOTAL,41,-,3,1,-,"2,357'",True
294808,Franck Kessié,Saudi Pro League,26,5,4,5,-,"2,174'",True
294808,Franck Kessié,AFC Champions League,10,3,1,1,-,859',True
294808,Franck Kessié,King's Cup,3,1,1,-,-,330',True
294808,Franck Kessié,Saudi Super Cup,2,3,-,1,-,180',True
294808,Franck Kessié,FIFA Intercontinental Cup,1,-,-,-,-,90',True
294808,Franck Kessié,TOTAL,42,12,6,7,-,"3,633'",True
29559,Guillermo Ochoa,Cyprus League,22,34,5,3,-,"1,980'",True
29559,Guillermo Ochoa,Kypello Kyprou,4,6,1,-,-,390',True
29559,Guillermo Ochoa,TOTAL,26,40,6,3,-,"2,370'",True
298091,Harry Souttar,Championship,2,1,-,-,-,178',True
298091,Harry Souttar,FA Cup,-,-,-,-,-,-,True
298091,Harry Souttar,EFL Cup,-,-,-,-,-,-,True
298091,Harry Souttar,TOTAL,2,1,-,-,-,178',True
300716,Kieran Tierney,Premiership,30,5,7,1,-,"2,118'",True
300716,Kieran Tierney,Europa League,9,-,1,-,-,716',True
300716,Kieran Tierney,Scottish Premiership Top Six Split,5,1,1,1,-,397',True
300716,Kieran Tierney,League Cup,4,-,3,-,-,267',True
300716,Kieran Tierney,SFA Cup,3,-,-,-,-,258',True
300716,Kieran Tierney,Champions League Qu.,2,-,-,1,-,151',True
300716,Kieran Tierney,TOTAL,53,6,12,3,-,"3,907'",True
301722,Gastón Olveira,Primera División Apertura,18,11,10,2,-,"1,620'",True
301722,Gastón Olveira,Copa Sudamericana,7,6,3,-,-,630',True
301722,Gastón Olveira,TOTAL,25,17,13,2,-,"2,250'",True
303259,Dodi Lukébakio,Liga Portugal,17,-,5,1,-,745',True
303259,Dodi Lukébakio,UEFA Champions League,4,-,-,2,-,266',True
303259,Dodi Lukébakio,LaLiga,2,1,-,-,-,180',True
303259,Dodi Lukébakio,Allianz Cup,1,1,-,-,-,85',True
303259,Dodi Lukébakio,Taça de Portugal,1,-,-,-,-,75',True
303259,Dodi Lukébakio,TOTAL,25,2,5,3,-,"1,351'",True
303766,Amir Al-Ammari,Ekstraklasa,33,1,4,3,-,"2,507'",True
303766,Amir Al-Ammari,STS Polish Cup,1,-,-,-,-,90',True
303766,Amir Al-Ammari,TOTAL,34,1,4,3,-,"2,597'",True
306166,Nuno da Costa,Süper Lig,26,3,1,3,-,899',True
306166,Nuno da Costa,UECL Qualifying,6,1,1,-,-,320',True
306166,Nuno da Costa,Türkiye Kupasi,3,2,1,-,-,164',True
306166,Nuno da Costa,TOTAL,35,6,3,3,-,"1,383'",True
307058,Mehdi Taremi,Super League 1,19,10,4,1,-,"1,077'",True
307058,Mehdi Taremi,UEFA Champions League,10,2,2,2,-,485',True
307058,Mehdi Taremi,Super League Play-off,5,-,-,-,-,184',True
307058,Mehdi Taremi,Kypello Elladas,4,3,-,-,-,271',True
307058,Mehdi Taremi,Super Cup,1,1,-,-,-,106',True
307058,Mehdi Taremi,Serie A,-,-,-,-,-,-,True
307058,Mehdi Taremi,TOTAL,39,16,6,3,-,"2,123'",True
307870,Shogo Taniguchi,Jupiler Pro League,30,1,1,3,-,"2,248'",True
307870,Shogo Taniguchi,Jupiler Pro League Champions' Play-Offs,8,-,-,1,-,707',True
307870,Shogo Taniguchi,Croky Cup,-,-,-,-,-,-,True
307870,Shogo Taniguchi,TOTAL,38,1,1,4,-,"2,955'",True
308120,Mohamed Kanno,Saudi Pro League,32,5,4,2,-,"2,085'",True
308120,Mohamed Kanno,AFC Champions League,7,-,1,1,-,527',True
308120,Mohamed Kanno,King's Cup,5,-,1,-,-,394',True
308120,Mohamed Kanno,TOTAL,44,5,6,3,-,"3,006'",True
308439,Patrick Berg,UEFA Champions League,12,-,1,2,-,"1,110'",True
308439,Patrick Berg,Eliteserien,10,1,-,1,-,900',True
308439,Patrick Berg,NM-Cup,5,-,2,1,-,510',True
308439,Patrick Berg,Champions League Qu.,2,-,1,1,-,180',True
308439,Patrick Berg,TOTAL,29,1,4,5,-,"2,700'",True
309400,Kai Havertz,Premier League,12,2,3,1,-,583',True
309400,Kai Havertz,UEFA Champions League,6,4,1,1,-,226',True
309400,Kai Havertz,EFL Cup,3,1,-,-,-,95',True
309400,Kai Havertz,FA Cup,3,-,1,-,-,162',True
309400,Kai Havertz,TOTAL,24,7,5,2,-,"1,066'",True
310801,Mohammad Al-Dawoud,Jordanian Pro League,19,6,1,1,-,"1,258'",True
310801,Mohammad Al-Dawoud,TOTAL,19,6,1,1,-,"1,258'",True
310943,Ehsan Haddad,Jordanian Pro League,6,-,2,-,-,262',True
310943,Ehsan Haddad,AFC Champions League Two,1,-,-,-,-,75',True
310943,Ehsan Haddad,TOTAL,7,-,2,-,-,337',True
312317,Logan Rogerson,A-League Men,24,1,1,1,-,"1,174'",True
312317,Logan Rogerson,A-League Fin.,4,1,-,-,-,155',True
312317,Logan Rogerson,OFC Pro League,-,-,-,-,-,-,True
312317,Logan Rogerson,TOTAL,28,2,1,1,-,"1,329'",True
314678,Brahim Díaz,LaLiga,30,1,8,2,-,"1,252'",True
314678,Brahim Díaz,UEFA Champions League,12,1,1,1,-,414',True
314678,Brahim Díaz,Copa del Rey,-,-,-,-,-,-,True
314678,Brahim Díaz,Supercopa,-,-,-,-,-,-,True
314678,Brahim Díaz,TOTAL,42,2,9,3,-,"1,666'",True
315211,Sherel Floranus,Eredivisie,32,1,3,5,-,"2,801'",True
315211,Sherel Floranus,KNVB Beker,2,-,1,-,-,180',True
315211,Sherel Floranus,TOTAL,34,1,4,5,-,"2,981'",True
315969,Scott McTominay,Serie A,33,10,3,1,-,"2,793'",True
315969,Scott McTominay,UEFA Champions League,8,4,1,-,-,699',True
315969,Scott McTominay,Supercoppa Italiana,2,-,-,1,-,180',True
315969,Scott McTominay,Italy Cup,1,-,-,-,-,29',True
315969,Scott McTominay,TOTAL,44,14,4,2,-,"3,701'",True
316264,Martin Ødegaard,Premier League,24,1,7,-,-,"1,371'",True
316264,Martin Ødegaard,UEFA Champions League,8,-,1,-,-,440',True
316264,Martin Ødegaard,FA Cup,2,-,-,-,-,82',True
316264,Martin Ødegaard,EFL Cup,2,-,-,-,-,91',True
316264,Martin Ødegaard,TOTAL,36,1,8,-,-,"1,984'",True
316934,Nikola Moro,Serie A,30,2,-,1,-,"1,798'",True
316934,Nikola Moro,Europa League,11,-,-,-,-,734',True
316934,Nikola Moro,Supercoppa Italiana,2,-,-,-,-,135',True
316934,Nikola Moro,Italy Cup,1,-,1,-,-,61',True
316934,Nikola Moro,TOTAL,44,2,1,1,-,"2,728'",True
318204,David Raum,Bundesliga,30,3,7,6,-,"2,556'",True
318204,David Raum,DFB-Pokal,4,-,2,1,-,360',True
318204,David Raum,TOTAL,34,3,9,7,-,"2,916'",True
318528,Marcus Thuram,Serie A,29,13,6,2,-,"1,913'",True
318528,Marcus Thuram,UEFA Champions League,9,2,1,1,-,577',True
318528,Marcus Thuram,Italy Cup,5,2,2,-,-,320',True
318528,Marcus Thuram,Supercoppa Italiana,1,1,-,-,-,71',True
318528,Marcus Thuram,TOTAL,44,18,9,3,-,"2,881'",True
320722,Zizo,Premier League,14,4,4,-,-,956',True
320722,Zizo,CAF-Champions League,7,-,1,1,-,590',True
320722,Zizo,Championship Playoff,6,1,2,-,-,310',True
320722,Zizo,Egyptian Super Cup,2,-,2,1,-,169',True
320722,Zizo,Egyptian League Cup,-,-,-,-,-,-,True
320722,Zizo,Egypt Cup,-,-,-,-,-,-,True
320722,Zizo,TOTAL,29,5,9,2,-,"2,025'",True
321204,Michal Sadílek,Chance Liga,25,1,5,6,-,"1,822'",True
321204,Michal Sadílek,UEFA Champions League,8,-,-,-,-,600',True
321204,Michal Sadílek,Chance Liga Champion Gr.,4,-,-,-,-,270',True
321204,Michal Sadílek,MOL Cup,2,1,-,-,-,180',True
321204,Michal Sadílek,TOTAL,39,2,5,6,-,"2,872'",True
321528,Denzel Dumfries,Serie A,20,3,1,2,-,"1,328'",True
321528,Denzel Dumfries,UEFA Champions League,5,2,-,-,-,342',True
321528,Denzel Dumfries,Italy Cup,3,-,1,-,-,106',True
321528,Denzel Dumfries,Supercoppa Italiana,-,-,-,-,-,-,True
321528,Denzel Dumfries,TOTAL,28,5,2,2,-,"1,776'",True
322065,Dennis Hadzikadunic,Serie B,28,-,1,4,-,"2,213'",True
322065,Dennis Hadzikadunic,Premier Liga,-,-,-,-,-,-,True
322065,Dennis Hadzikadunic,Russian Cup,-,-,-,-,-,-,True
322065,Dennis Hadzikadunic,TOTAL,28,-,1,4,-,"2,213'",True
323872,Andrés Cubas,MLS,11,-,1,5,-,864',True
323872,Andrés Cubas,CONCACAF Champions Cup,3,-,-,2,-,122',True
323872,Andrés Cubas,TOTAL,14,-,1,7,-,986',True
324358,Ollie Watkins,Premier League,37,16,3,4,-,"2,854'",True
324358,Ollie Watkins,Europa League,15,5,2,-,-,912',True
324358,Ollie Watkins,FA Cup,2,-,-,-,-,50',True
324358,Ollie Watkins,EFL Cup,1,-,-,-,-,23',True
324358,Ollie Watkins,TOTAL,55,21,5,4,-,"3,839'",True
326029,Donyell Malen,Premier League,21,4,1,-,-,645',True
326029,Donyell Malen,Serie A,18,14,2,1,-,"1,478'",True
326029,Donyell Malen,Europa League,8,4,1,-,-,539',True
326029,Donyell Malen,FA Cup,1,-,1,-,-,65',True
326029,Donyell Malen,EFL Cup,1,-,-,-,-,67',True
326029,Donyell Malen,TOTAL,49,22,5,1,-,"2,794'",True
326330,Frenkie de Jong,LaLiga,25,1,5,3,1,"1,631'",True
326330,Frenkie de Jong,UEFA Champions League,8,-,1,3,-,514',True
326330,Frenkie de Jong,Copa del Rey,3,-,2,-,-,270',True
326330,Frenkie de Jong,Supercopa,2,-,-,-,-,154',True
326330,Frenkie de Jong,TOTAL,38,1,8,6,1,"2,569'",True
328455,Juriën Gaari,Saudi First Division League,31,-,-,4,-,"2,790'",True
328455,Juriën Gaari,King's Cup,1,-,-,-,-,120',True
328455,Juriën Gaari,TOTAL,32,-,-,4,-,"2,910'",True
328609,Derek Cornelius,Premiership,7,1,1,1,-,560',True
328609,Derek Cornelius,Europa League,3,-,-,1,-,173',True
328609,Derek Cornelius,League Cup,2,-,-,1,-,210',True
328609,Derek Cornelius,Ligue 1,2,-,-,-,-,57',True
328609,Derek Cornelius,Scottish Premiership Top Six Split,-,-,-,-,-,-,True
328609,Derek Cornelius,SFA Cup,-,-,-,-,-,-,True
328609,Derek Cornelius,TOTAL,14,1,1,3,-,"1,000'",True
328658,Kristoffer Ajer,Premier League,27,-,1,4,-,"1,809'",True
328658,Kristoffer Ajer,EFL Cup,3,-,1,-,-,232',True
328658,Kristoffer Ajer,FA Cup,1,-,-,-,-,97',True
328658,Kristoffer Ajer,TOTAL,31,-,2,4,-,"2,138'",True
330659,Justin Kluivert,Premier League,20,2,-,5,-,953',True
330659,Justin Kluivert,EFL Cup,1,-,-,-,-,66',True
330659,Justin Kluivert,FA Cup,-,-,-,-,-,-,True
330659,Justin Kluivert,TOTAL,21,2,-,5,-,"1,019'",True
331059,Luis Chávez,Premier Liga,4,-,-,-,-,159',True
331059,Luis Chávez,Russian Cup,1,-,-,-,-,5',True
331059,Luis Chávez,TOTAL,5,-,-,-,-,164',True
331560,Takehiro Tomiyasu,Eredivisie,7,-,-,-,-,205',True
331560,Takehiro Tomiyasu,Play-Offs Conference League,2,-,1,-,-,31',True
331560,Takehiro Tomiyasu,UEFA Champions League,-,-,-,-,-,-,True
331560,Takehiro Tomiyasu,KNVB Beker,-,-,-,-,-,-,True
331560,Takehiro Tomiyasu,TOTAL,9,-,1,-,-,236',True
332560,Deiver Machado,Ligue 1,19,-,1,3,-,"1,186'",True
332560,Deiver Machado,Coupe de France,2,-,-,1,-,123',True
332560,Deiver Machado,TOTAL,21,-,1,4,-,"1,309'",True
333004,Karim Hafez,Premier League,14,1,1,4,-,944',True
333004,Karim Hafez,CAF-Champions League,9,-,1,2,-,419',True
333004,Karim Hafez,Egypt Cup,4,1,1,-,-,266',True
333004,Karim Hafez,Championship Playoff,4,1,-,-,-,270',True
333004,Karim Hafez,FIFA Intercontinental Cup,2,-,-,-,-,83',True
333004,Karim Hafez,Egyptian Super Cup,2,-,-,-,-,100',True
333004,Karim Hafez,Egyptian League Cup,-,-,-,-,-,-,True
333004,Karim Hafez,CAF-Supercup,-,-,-,-,-,-,True
333004,Karim Hafez,TOTAL,35,3,3,6,-,"2,082'",True
333014,Sander Berge,Premier League,35,-,1,5,-,"2,911'",True
333014,Sander Berge,FA Cup,2,-,-,-,-,5',True
333014,Sander Berge,EFL Cup,2,-,-,-,-,98',True
333014,Sander Berge,TOTAL,39,-,1,5,-,"3,014'",True
333355,Milad Mohammadi,Persian Gulf League,20,-,3,2,-,"1,447'",True
333355,Milad Mohammadi,Hazfi Cup,1,-,-,-,-,120',True
333355,Milad Mohammadi,Champions League Two Play-off,-,-,-,-,-,-,True
333355,Milad Mohammadi,TOTAL,21,-,3,2,-,"1,567'",True
334042,Orbelín Pineda,Super League 1,25,4,1,5,-,"1,982'",True
334042,Orbelín Pineda,Conference League,10,-,2,2,-,883',True
334042,Orbelín Pineda,Super League Play-off,6,1,1,1,-,498',True
334042,Orbelín Pineda,UECL Qualifying,6,-,1,1,-,375',True
334042,Orbelín Pineda,Kypello Elladas,3,-,-,1,-,139',True
334042,Orbelín Pineda,TOTAL,50,5,5,10,-,"3,877'",True
334802,Jan Kuchta,Chance Liga,25,10,6,6,-,"1,263'",True
334802,Jan Kuchta,Conference League,8,-,2,2,-,382',True
334802,Jan Kuchta,UECL Qualifying,5,3,1,-,-,347',True
334802,Jan Kuchta,Chance Liga Champion Gr.,5,2,2,-,-,422',True
334802,Jan Kuchta,MOL Cup,2,-,-,-,-,121',True
334802,Jan Kuchta,TOTAL,45,15,11,8,-,"2,535'",True
335457,Ermedin Demirovic,Bundesliga,25,12,4,5,-,"1,498'",True
335457,Ermedin Demirovic,Europa League,8,1,-,2,-,547',True
335457,Ermedin Demirovic,DFB-Pokal,4,2,1,-,-,303',True
335457,Ermedin Demirovic,DFL-Supercup,1,-,-,-,-,19',True
335457,Ermedin Demirovic,TOTAL,38,15,5,7,-,"2,367'",True
336646,Akram Afif,Stars League,22,15,12,3,-,"1,938'",True
