player_id,nombre,competicion_raw,partidos_raw,goles_raw,asistencias_raw,amarillas_raw,rojas_raw,minutos_raw,extraccion_exitosa
1007720,Tyler Bindon,Championship,25,1,-,1,-,"2,029'",True
1007720,Tyler Bindon,EFL Cup,1,-,-,-,-,34',True
1007720,Tyler Bindon,FA Cup,-,-,-,-,-,-,True
1007720,Tyler Bindon,TOTAL,26,1,-,1,-,"2,063'",True
100986,Thomas Meunier,Ligue 1,25,2,2,3,-,"1,910'",True
100986,Thomas Meunier,Europa League,8,-,1,-,-,481',True
100986,Thomas Meunier,Coupe de France,2,-,-,-,-,158',True
100986,Thomas Meunier,TOTAL,35,2,3,3,-,"2,549'",True
1012564,Rayan,Premier League,15,5,2,1,-,"1,120'",True
1012564,Rayan,Campeonato Carioca,1,2,-,-,-,85',True
1012564,Rayan,TOTAL,16,7,2,1,-,"1,205'",True
1016015,Ngal'ayel Mukau,Ligue 1,30,1,-,3,-,"1,540'",True
1016015,Ngal'ayel Mukau,Europa League,11,1,-,1,-,713',True
1016015,Ngal'ayel Mukau,Coupe de France,1,-,-,-,-,30',True
1016015,Ngal'ayel Mukau,TOTAL,42,2,-,4,-,"2,283'",True
1017735,Woodensky Pierre,CONCACAF Champions Cup,5,-,-,-,-,242',True
1017735,Woodensky Pierre,CONCACAF Caribbean Cup,3,-,-,-,-,202',True
1017735,Woodensky Pierre,TOTAL,8,-,-,-,-,444',True
1045375,Niko Sigur,SuperSport HNL,29,1,3,4,-,"2,227'",True
1045375,Niko Sigur,UECL Qualifying,4,-,-,-,-,153',True
1045375,Niko Sigur,Hrvatski nogometni kup,2,-,-,-,-,148',True
1045375,Niko Sigur,TOTAL,35,1,3,4,-,"2,528'",True
104951,El Mahdi Soliman,CAF Confederation Cup,6,3,2,2,-,480',True
104951,El Mahdi Soliman,Premier League,6,3,3,1,-,476',True
104951,El Mahdi Soliman,Championship Playoff,5,4,3,-,-,450',True
104951,El Mahdi Soliman,Egyptian League Cup,3,5,-,-,-,270',True
104951,El Mahdi Soliman,Egypt Cup,1,2,-,-,-,90',True
104951,El Mahdi Soliman,Egyptian Super Cup,-,-,-,-,-,-,True
104951,El Mahdi Soliman,TOTAL,21,17,8,3,-,"1,766'",True
1049911,Tyler Fletcher,Premier League 2,15,-,1,-,-,"1,192'",True
1049911,Tyler Fletcher,Premier League Int. Cup U21,4,-,1,-,-,390',True
1049911,Tyler Fletcher,National League Cup,4,-,-,-,-,288',True
1049911,Tyler Fletcher,PL2 Playoffs,3,-,1,-,-,270',True
1049911,Tyler Fletcher,EFL Trophy,3,-,-,-,-,270',True
1049911,Tyler Fletcher,Premier League,2,-,-,-,-,17',True
1049911,Tyler Fletcher,FA Cup,-,-,-,-,-,-,True
1049911,Tyler Fletcher,TOTAL,31,-,3,-,-,"2,427'",True
1051591,Amirmohammad Razzaghinia,Persian Gulf League,21,-,-,3,-,"1,494'",True
1051591,Amirmohammad Razzaghinia,AFC Champions League Two,6,-,-,1,-,443',True
1051591,Amirmohammad Razzaghinia,Hazfi Cup,1,-,-,-,-,34',True
1051591,Amirmohammad Razzaghinia,Iran Super Cup,1,-,-,-,-,1',True
1051591,Amirmohammad Razzaghinia,TOTAL,29,-,-,4,-,"1,972'",True
1052439,Kendry Páez,Ligue 1,15,1,-,-,-,420',True
1052439,Kendry Páez,Torneo Apertura,8,1,-,1,-,315',True
1052439,Kendry Páez,Conference League,5,-,-,2,-,280',True
1052439,Kendry Páez,Copa Sudamericana,4,-,1,-,-,102',True
1052439,Kendry Páez,Playoff Torneo Apertura,2,-,-,-,-,44',True
1052439,Kendry Páez,UECL Qualifying,1,-,-,-,-,18',True
1052439,Kendry Páez,Copa Argentina,-,-,-,-,-,-,True
1052439,Kendry Páez,Coupe de France,-,-,-,-,-,-,True
1052439,Kendry Páez,TOTAL,35,2,1,3,-,"1,179'",True
1054631,Ayoub Al-Oui,Stars League,19,1,-,5,-,"1,682'",True
1054631,Ayoub Al-Oui,AFC Champions League,7,1,-,1,-,485',True
1054631,Ayoub Al-Oui,Amir Cup,4,-,-,-,-,360',True
1054631,Ayoub Al-Oui,QSL Cup,-,-,-,-,-,-,True
1054631,Ayoub Al-Oui,TOTAL,30,2,-,6,-,"2,527'",True
105470,Alisson,Premier League,26,31,8,1,-,"2,340'",True
105470,Alisson,UEFA Champions League,6,3,4,-,-,506',True
105470,Alisson,FA Cup,2,1,1,-,-,180',True
105470,Alisson,Community Shield,1,2,-,-,-,90',True
105470,Alisson,EFL Cup,-,-,-,-,-,-,True
105470,Alisson,TOTAL,35,37,13,1,-,"3,116'",True
1059056,Ali Azaizeh,Saudi Pro League,15,2,1,-,-,627',True
1059056,Ali Azaizeh,TOTAL,15,2,1,-,-,627',True
1061046,Keeto Thermoncy,Promotion League,22,2,1,4,-,"1,895'",True
1061046,Keeto Thermoncy,Super League,-,-,-,-,-,-,True
1061046,Keeto Thermoncy,Europa League,-,-,-,-,-,-,True
1061046,Keeto Thermoncy,TOTAL,22,2,1,4,-,"1,895'",True
1061282,Assane Diao,Serie A,17,2,1,2,-,"1,084'",True
1061282,Assane Diao,Italy Cup,3,-,-,-,-,73',True
1061282,Assane Diao,TOTAL,20,2,1,2,-,"1,157'",True
1064377,Paul Okon-Engstler,A-League Men,23,-,2,6,-,"1,935'",True
1064377,Paul Okon-Engstler,A-League Fin.,4,-,-,3,-,390',True
1064377,Paul Okon-Engstler,TOTAL,27,-,2,9,-,"2,325'",True
1066953,Mateo Chávez,Eredivisie,20,1,2,5,-,826',True
1066953,Mateo Chávez,Conference League,7,-,-,4,-,453',True
1066953,Mateo Chávez,KNVB Beker,3,-,-,1,-,216',True
1066953,Mateo Chávez,Keuken Kampioen Divisie,2,-,-,1,-,127',True
1066953,Mateo Chávez,UECL Qualifying,2,-,-,-,-,93',True
1066953,Mateo Chávez,TOTAL,34,1,2,11,-,"1,715'",True
1067904,Bazoumana Touré,Bundesliga,30,5,12,2,-,"2,326'",True
1067904,Bazoumana Touré,DFB-Pokal,2,-,-,-,-,199',True
1067904,Bazoumana Touré,TOTAL,32,5,12,2,-,"2,525'",True
1069801,Olwethu Makhanya,MLS,13,-,-,4,1,"1,170'",True
1069801,Olwethu Makhanya,CONCACAF Champions Cup,4,1,-,1,-,298',True
1069801,Olwethu Makhanya,TOTAL,17,1,-,5,1,"1,468'",True
106987,Marcel Sabitzer,Bundesliga,26,1,2,3,-,"1,823'",True
106987,Marcel Sabitzer,UEFA Champions League,6,-,2,-,-,344',True
106987,Marcel Sabitzer,DFB-Pokal,2,-,-,-,-,181',True
106987,Marcel Sabitzer,TOTAL,34,1,4,3,-,"2,348'",True
1072017,Wagner Pina,Süper Lig,31,-,7,4,-,"2,444'",True
1072017,Wagner Pina,Türkiye Kupasi,8,-,2,2,-,600',True
1072017,Wagner Pina,TFF Süper Kupa,1,-,-,-,-,88',True
1072017,Wagner Pina,TOTAL,40,-,9,6,-,"3,132'",True
107318,Roberto Fernández,Primera División Apertura,3,2,2,-,-,270',True
107318,Roberto Fernández,Libertadores,-,-,-,-,-,-,True
107318,Roberto Fernández,TOTAL,3,2,2,-,-,270',True
1080301,Danial Eiri,Persian Gulf League,22,-,-,1,-,"1,892'",True
1080301,Danial Eiri,Hazfi Cup,2,-,-,2,-,210',True
1080301,Danial Eiri,TOTAL,24,-,-,3,-,"2,102'",True
1082993,Findlay Curtis,Premiership,19,2,1,1,-,845',True
1082993,Findlay Curtis,Premiership Relegation,5,4,-,-,-,425',True
1082993,Findlay Curtis,Champions League Qu.,4,1,-,-,-,184',True
1082993,Findlay Curtis,Europa League,4,-,1,1,-,119',True
1082993,Findlay Curtis,League Cup,2,1,-,-,-,9',True
1082993,Findlay Curtis,SFA Cup,1,-,1,-,-,90',True
1082993,Findlay Curtis,TOTAL,35,8,3,2,-,"1,672'",True
108354,Jordan Ayew,Championship,42,6,3,5,-,"2,259'",True
108354,Jordan Ayew,FA Cup,2,-,-,-,-,99',True
108354,Jordan Ayew,EFL Cup,1,-,-,-,-,8',True
108354,Jordan Ayew,TOTAL,45,6,3,5,-,"2,366'",True
108390,Thibaut Courtois,LaLiga,32,28,13,1,-,"2,880'",True
108390,Thibaut Courtois,UEFA Champions League,11,11,4,-,-,945',True
108390,Thibaut Courtois,Supercopa,2,4,-,-,-,180',True
108390,Thibaut Courtois,Copa del Rey,-,-,-,-,-,-,True
108390,Thibaut Courtois,TOTAL,45,43,17,1,-,"4,005'",True
108725,Chris Wood,Premier League,15,3,-,-,-,907',True
108725,Chris Wood,Europa League,5,2,-,-,-,237',True
108725,Chris Wood,Premier League 2,1,1,-,-,-,45',True
108725,Chris Wood,FA Cup,-,-,-,-,-,-,True
108725,Chris Wood,EFL Cup,-,-,-,-,-,-,True
108725,Chris Wood,TOTAL,21,6,-,-,-,"1,189'",True
1087789,Tarek Alaa,Relegation Playoff,9,-,1,-,-,618',True
1087789,Tarek Alaa,Premier League,4,-,-,1,-,322',True
1087789,Tarek Alaa,Egypt Cup,3,-,-,2,-,294',True
1087789,Tarek Alaa,Egyptian Super Cup,1,-,-,1,-,72',True
1087789,Tarek Alaa,Egyptian League Cup,-,-,-,-,-,-,True
1087789,Tarek Alaa,CAF-Champions League,-,-,-,-,-,-,True
1087789,Tarek Alaa,FIFA Intercontinental Cup,-,-,-,-,-,-,True
1087789,Tarek Alaa,CAF-Supercup,-,-,-,-,-,-,True
1087789,Tarek Alaa,TOTAL,17,-,1,4,-,"1,306'",True
1089202,Moïse Bombito,Ligue 1,2,-,-,1,-,146',True
1089202,Moïse Bombito,L1/L2 Playoffs,-,-,-,-,-,-,True
1089202,Moïse Bombito,Coupe de France,-,-,-,-,-,-,True
1089202,Moïse Bombito,Europa League,-,-,-,-,-,-,True
1089202,Moïse Bombito,Champions League Qu.,-,-,-,-,-,-,True
1089202,Moïse Bombito,TOTAL,2,-,-,1,-,146',True
1097139,Ayyoub Bouaddi,Ligue 1,30,-,1,7,-,"2,328'",True
1097139,Ayyoub Bouaddi,Europa League,10,-,-,2,-,666',True
1097139,Ayyoub Bouaddi,Coupe de France,2,-,-,-,-,159',True
1097139,Ayyoub Bouaddi,TOTAL,42,-,1,9,-,"3,153'",True
1107265,Ime Okon,2. Bundesliga,25,2,-,4,-,"1,716'",True
1107265,Ime Okon,DFB-Pokal,1,-,-,1,-,90',True
1107265,Ime Okon,TOTAL,26,2,-,5,-,"1,806'",True
1109254,Thabang Matuludi,Betway Premiership,23,2,-,4,-,"1,950'",True
1109254,Thabang Matuludi,Nedbank Cup,1,-,-,-,-,120',True
1109254,Thabang Matuludi,Carling Knockout,1,-,-,-,-,120',True
1109254,Thabang Matuludi,MTN8,-,-,-,-,-,-,True
1109254,Thabang Matuludi,TOTAL,25,2,-,4,-,"2,190'",True
1109358,Lachlan Bayliss,A-League Men,25,5,3,5,-,"1,644'",True
1109358,Lachlan Bayliss,A-League Fin.,2,-,-,-,-,191',True
1109358,Lachlan Bayliss,TOTAL,27,5,3,5,-,"1,835'",True
1111589,El Hadji Malick Diouf,Premier League,32,-,5,6,-,"2,711'",True
1111589,El Hadji Malick Diouf,FA Cup,1,-,-,-,-,105',True
1111589,El Hadji Malick Diouf,EFL Cup,1,-,-,-,-,90',True
1111589,El Hadji Malick Diouf,TOTAL,34,-,5,6,-,"2,906'",True
1113451,Kojo Peprah Oppong,Ligue 1,29,1,-,4,-,"2,429'",True
1113451,Kojo Peprah Oppong,Coupe de France,5,-,-,1,-,360',True
1113451,Kojo Peprah Oppong,Europa League,5,-,-,1,-,361',True
1113451,Kojo Peprah Oppong,L1/L2 Playoffs,2,-,-,-,-,180',True
1113451,Kojo Peprah Oppong,Champions League Qu.,2,-,-,-,-,135',True
1113451,Kojo Peprah Oppong,TOTAL,43,1,-,6,-,"3,465'",True
111627,Ryan Mendes,1.Lig,29,5,2,3,-,"1,872'",True
111627,Ryan Mendes,Türkiye Kupasi,4,-,-,-,-,164',True
111627,Ryan Mendes,Süper Lig,4,-,-,-,-,273',True
111627,Ryan Mendes,TOTAL,37,5,2,3,-,"2,309'",True
111873,Emiliano Martínez,Premier League,32,39,8,2,-,"2,835'",True
111873,Emiliano Martínez,Europa League,11,7,6,1,-,990',True
111873,Emiliano Martínez,FA Cup,1,3,-,-,-,45',True
111873,Emiliano Martínez,EFL Cup,-,-,-,-,-,-,True
111873,Emiliano Martínez,TOTAL,44,49,14,3,-,"3,870'",True
1119447,Christopher Bonsu Baah,Saudi Pro League,32,3,12,5,-,"2,684'",True
1119447,Christopher Bonsu Baah,King's Cup,3,-,-,-,-,155',True
1119447,Christopher Bonsu Baah,Saudi Super Cup,1,-,1,-,-,42',True
1119447,Christopher Bonsu Baah,TOTAL,36,3,13,5,-,"2,881'",True
1125037,Relebohile Mofokeng,Betway Premiership,27,10,8,2,-,"2,132'",True
1125037,Relebohile Mofokeng,MTN8,4,-,-,1,-,375',True
1125037,Relebohile Mofokeng,Carling Knockout,3,1,-,-,-,199',True
1125037,Relebohile Mofokeng,CAF-Champions League,1,-,1,-,-,76',True
1125037,Relebohile Mofokeng,Nedbank Cup,1,-,-,-,-,120',True
1125037,Relebohile Mofokeng,TOTAL,36,11,9,3,-,"2,902'",True
1130514,Samir El Mourabet,Ligue 1,33,1,3,4,-,"2,137'",True
1130514,Samir El Mourabet,Conference League,10,1,-,3,-,754',True
1130514,Samir El Mourabet,Coupe de France,5,-,-,-,-,337',True
1130514,Samir El Mourabet,UECL Qualifying,-,-,-,-,-,-,True
1130514,Samir El Mourabet,TOTAL,48,2,3,7,-,"3,228'",True
1132850,Zaid Ismail,Iraq Stars League,30,4,3,10,-,"2,614'",True
1132850,Zaid Ismail,TOTAL,30,4,3,10,-,"2,614'",True
113915,Abdulaziz Hatim,Stars League,18,-,1,2,1,921',True
113915,Abdulaziz Hatim,QSL Cup,2,-,-,1,-,106',True
113915,Abdulaziz Hatim,Amir Cup,1,-,-,-,-,76',True
113915,Abdulaziz Hatim,TOTAL,21,-,1,3,1,"1,103'",True
1143849,Tahsin Mohammed Jamshid,Stars League,14,1,-,1,-,372',True
1143849,Tahsin Mohammed Jamshid,AFC Champions League,4,-,-,1,-,41',True
1143849,Tahsin Mohammed Jamshid,Amir Cup,2,1,-,-,-,58',True
1143849,Tahsin Mohammed Jamshid,QSL Cup,1,1,-,-,-,79',True
1143849,Tahsin Mohammed Jamshid,AFC CL Elite Qualif.,-,-,-,-,-,-,True
1143849,Tahsin Mohammed Jamshid,TOTAL,21,3,-,2,-,550',True
1144627,Kento Shiogai,Eredivisie,12,7,-,1,-,363',True
1144627,Kento Shiogai,Bundesliga,12,1,-,3,-,313',True
1144627,Kento Shiogai,KNVB Beker,2,2,-,-,-,171',True
1144627,Kento Shiogai,Bundesliga Playoffs,1,-,-,-,-,15',True
1144627,Kento Shiogai,TOTAL,27,10,-,4,-,862',True
1151929,Gessime Yassine,Ligue 2,13,2,7,1,-,804',True
1151929,Gessime Yassine,Ligue 1,12,-,2,-,-,510',True
1151929,Gessime Yassine,Coupe de France,5,1,1,2,-,236',True
1151929,Gessime Yassine,Conference League,4,-,-,-,-,169',True
1151929,Gessime Yassine,TOTAL,34,3,10,3,-,"1,719'",True
1155723,Gilberto Mora,Liga MX Apertura,11,3,1,-,-,808',True
1155723,Gilberto Mora,Liga MX Clausura,6,1,-,-,-,330',True
1155723,Gilberto Mora,Liguilla Apertura,3,2,-,1,-,256',True
1155723,Gilberto Mora,TOTAL,20,6,1,1,-,"1,394'",True
1175086,Samukele Kabini,Eliteserien,7,-,1,1,1,618',True
1175086,Samukele Kabini,NM-Cup,2,-,-,-,-,210',True
1175086,Samukele Kabini,TOTAL,9,-,1,1,1,828',True
1181852,Mohammed Abu Al-Shamat,Saudi Pro League,31,3,8,3,-,"2,497'",True
1181852,Mohammed Abu Al-Shamat,King's Cup,3,-,-,-,-,217',True
1181852,Mohammed Abu Al-Shamat,Saudi Super Cup,-,-,-,-,-,-,True
1181852,Mohammed Abu Al-Shamat,TOTAL,34,3,8,3,-,"2,714'",True
118397,Alessandro Schöpf,Bundesliga,24,5,5,2,-,"1,804'",True
118397,Alessandro Schöpf,ÖFB-Cup,4,-,1,1,-,331',True
118397,Alessandro Schöpf,UECL Qualifying,2,-,-,1,-,210',True
118397,Alessandro Schöpf,Europa League Qualifying,2,-,-,-,-,191',True
118397,Alessandro Schöpf,Bundesliga EC-Play-off,1,-,-,-,-,20',True
118397,Alessandro Schöpf,TOTAL,33,5,6,4,-,"2,556'",True
1185888,Ibrahim Mbaye,Ligue 1,24,3,2,-,-,998',True
1185888,Ibrahim Mbaye,UEFA Champions League,4,-,-,-,-,101',True
1185888,Ibrahim Mbaye,FIFA Intercontinental Cup,1,-,-,-,-,30',True
1185888,Ibrahim Mbaye,National U19 - Grp. A,1,-,-,-,-,90',True
1185888,Ibrahim Mbaye,UEFA Super Cup,1,-,-,-,-,23',True
1185888,Ibrahim Mbaye,Coupe de France,-,-,-,-,-,-,True
1185888,Ibrahim Mbaye,Trophée des Champions,-,-,-,-,-,-,True
1185888,Ibrahim Mbaye,TOTAL,31,3,2,-,-,"1,242'",True
120205,Michael Gregoritsch,Bundesliga,17,6,3,2,-,917',True
120205,Michael Gregoritsch,Superliga,11,2,1,2,-,370',True
120205,Michael Gregoritsch,UECL Qualifying,2,1,-,1,-,41',True
120205,Michael Gregoritsch,Oddset Pokalen,1,-,-,-,-,15',True
120205,Michael Gregoritsch,DFB-Pokal,-,-,-,-,-,-,True
120205,Michael Gregoritsch,TOTAL,31,9,4,5,-,"1,343'",True
120443,Santiago Arias,Torneo Apertura,12,-,2,1,-,823',True
120443,Santiago Arias,Copa Argentina,1,-,-,-,-,90',True
120443,Santiago Arias,Playoff Torneo Apertura,1,-,-,-,-,90',True
120443,Santiago Arias,TOTAL,14,-,2,1,-,"1,003'",True
1206877,Hugo Sochurek,Chance Liga,6,-,2,-,-,416',True
1206877,Hugo Sochurek,1. liga U19,6,-,1,-,-,502',True
1206877,Hugo Sochurek,ChNL,5,-,-,-,-,298',True
1206877,Hugo Sochurek,Chance Liga Champion Gr.,2,-,-,-,-,96',True
1206877,Hugo Sochurek,Conference League,1,-,-,-,-,90',True
1206877,Hugo Sochurek,MOL Cup,1,-,-,1,-,29',True
1206877,Hugo Sochurek,TOTAL,21,-,3,1,-,"1,431'",True
121385,Grant Hanley,Premiership,21,-,-,2,-,"1,709'",True
121385,Grant Hanley,Scottish Premiership Top Six Split,3,-,-,-,-,223',True
121385,Grant Hanley,League Cup,2,-,-,-,-,180',True
121385,Grant Hanley,SFA Cup,-,-,-,-,-,-,True
121385,Grant Hanley,UECL Qualifying,-,-,-,-,-,-,True
121385,Grant Hanley,TOTAL,26,-,-,2,-,"2,112'",True
121791,Éric Davis,Liga Panameña Clausura,11,2,2,2,-,926',True
121791,Éric Davis,Central American Cup,8,1,3,-,-,692',True
121791,Éric Davis,LPF Clausura Playoff,3,-,3,1,-,236',True
121791,Éric Davis,TOTAL,22,3,8,3,-,"1,854'",True
122582,Juan Fernando Quintero,Torneo Apertura,12,2,2,-,-,548',True
122582,Juan Fernando Quintero,Playoff Torneo Apertura,3,1,1,-,-,90',True
122582,Juan Fernando Quintero,Copa Sudamericana,3,-,1,-,-,220',True
122582,Juan Fernando Quintero,Copa Argentina,1,1,-,-,-,90',True
122582,Juan Fernando Quintero,TOTAL,19,4,4,-,-,948',True
1240763,Caleb Yirenkyi,Superliga,21,2,5,7,-,"1,804'",True
1240763,Caleb Yirenkyi,Superliga Championship round,9,-,1,2,-,810',True
1240763,Caleb Yirenkyi,Oddset Pokalen,4,-,-,1,-,385',True
1240763,Caleb Yirenkyi,TOTAL,34,2,6,10,-,"2,999'",True
1252806,Mohammad Abu Ghoush,Jordanian Pro League,24,4,6,3,-,"1,860'",True
1252806,Mohammad Abu Ghoush,AFC Champions League Two,2,-,-,-,-,105',True
1252806,Mohammad Abu Ghoush,TOTAL,26,4,6,3,-,"1,965'",True
125714,Mark Flekken,Bundesliga,24,38,5,1,-,"2,130'",True
125714,Mark Flekken,UEFA Champions League,6,12,2,-,-,540',True
125714,Mark Flekken,DFB-Pokal,4,4,2,-,-,390',True
125714,Mark Flekken,TOTAL,34,54,9,1,-,"3,060'",True
12589,Craig Gordon,Premiership,3,2,2,-,-,225',True
12589,Craig Gordon,Scottish Premiership Top Six Split,-,-,-,-,-,-,True
12589,Craig Gordon,SFA Cup,-,-,-,-,-,-,True
12589,Craig Gordon,League Cup,-,-,-,-,-,-,True
12589,Craig Gordon,TOTAL,3,2,2,-,-,225',True
1259085,Hamza Abdelkarim,Egyptian League Cup,6,-,-,-,-,285',True
1259085,Hamza Abdelkarim,CAF-Champions League,1,-,-,-,-,1',True
1259085,Hamza Abdelkarim,Premier League,1,-,-,-,-,2',True
1259085,Hamza Abdelkarim,Egypt Cup,1,-,-,-,-,74',True
1259085,Hamza Abdelkarim,Egyptian Super Cup,-,-,-,-,-,-,True
1259085,Hamza Abdelkarim,TOTAL,9,-,-,-,-,362',True
126014,Leandro Bacuna,1.Lig,35,9,4,4,-,"2,900'",True
126014,Leandro Bacuna,Türkiye Kupasi,3,-,-,1,-,139',True
126014,Leandro Bacuna,TOTAL,38,9,4,5,-,"3,039'",True
126019,Alberto Quintero,Liga Panameña Clausura,13,3,2,2,-,"1,013'",True
126019,Alberto Quintero,Central American Cup,7,2,1,-,-,580',True
126019,Alberto Quintero,LPF Clausura Playoff,3,-,1,1,-,249',True
126019,Alberto Quintero,TOTAL,23,5,4,3,-,"1,842'",True
126214,Mathew Leckie,A-League Men,6,-,1,-,-,237',True
126214,Mathew Leckie,A-League Fin.,1,-,-,-,-,120',True
126214,Mathew Leckie,AFC Champions League,1,-,-,-,-,45',True
126214,Mathew Leckie,TOTAL,8,-,1,-,-,402',True
1264176,Issa Laye,Stars League,12,-,1,1,-,869',True
1264176,Issa Laye,Amir Cup,1,-,-,-,-,20',True
1264176,Issa Laye,QSL Cup,-,-,-,-,-,-,True
1264176,Issa Laye,TOTAL,13,-,1,1,-,889',True
126600,Kenny McLean,Championship,42,3,4,6,-,"3,620'",True
126600,Kenny McLean,FA Cup,2,-,-,-,-,99',True
126600,Kenny McLean,EFL Cup,1,-,-,-,-,26',True
126600,Kenny McLean,TOTAL,45,3,4,6,-,"3,745'",True
126664,Lucas Digne,Premier League,31,-,6,3,-,"1,852'",True
126664,Lucas Digne,Europa League,11,-,1,2,-,817',True
126664,Lucas Digne,FA Cup,2,-,-,1,-,102',True
126664,Lucas Digne,EFL Cup,-,-,-,-,-,-,True
126664,Lucas Digne,TOTAL,44,-,7,6,-,"2,771'",True
126665,Idrissa Gueye,Premier League,25,2,3,1,-,"2,102'",True
126665,Idrissa Gueye,FA Cup,-,-,-,-,-,-,True
126665,Idrissa Gueye,EFL Cup,-,-,-,-,-,-,True
126665,Idrissa Gueye,TOTAL,25,2,3,1,-,"2,102'",True
127048,Cédric Bakambu,LaLiga,18,3,1,1,-,562',True
127048,Cédric Bakambu,Europa League,6,1,2,3,-,420',True
127048,Cédric Bakambu,Copa del Rey,3,-,-,-,-,193',True
127048,Cédric Bakambu,TOTAL,27,4,3,4,-,"1,175'",True
127573,Phillipp Mwene,Bundesliga,29,1,5,4,-,"2,073'",True
127573,Phillipp Mwene,Conference League,7,-,-,-,-,478',True
127573,Phillipp Mwene,UECL Qualifying,2,-,-,-,-,161',True
127573,Phillipp Mwene,DFB-Pokal,1,-,-,-,-,69',True
127573,Phillipp Mwene,TOTAL,39,1,5,4,-,"2,781'",True
1279526,Christ Inao Oulaï,Süper Lig,25,2,4,9,-,"2,078'",True
1279526,Christ Inao Oulaï,Türkiye Kupasi,6,-,-,2,-,323',True
1279526,Christ Inao Oulaï,TFF Süper Kupa,-,-,-,-,-,-,True
1279526,Christ Inao Oulaï,Ligue 2,-,-,-,-,-,-,True
1279526,Christ Inao Oulaï,TOTAL,31,2,4,11,-,"2,401'",True
1279984,Lucas Herrington,MLS,15,1,1,4,-,"1,350'",True
1279984,Lucas Herrington,A-League Men,11,1,-,2,-,930',True
1279984,Lucas Herrington,US Open Cup,2,-,-,-,-,210',True
1279984,Lucas Herrington,TOTAL,28,2,1,6,-,"2,490'",True
1283140,Khulumani Ndamane,Betway Premiership,26,-,1,9,-,"2,270'",True
1283140,Khulumani Ndamane,CAF-Champions League,9,-,-,1,-,677',True
1283140,Khulumani Ndamane,MTN8,1,-,1,-,-,65',True
1283140,Khulumani Ndamane,Carling Knockout,1,-,-,-,-,120',True
1283140,Khulumani Ndamane,Nedbank Cup,-,-,-,-,-,-,True
1283140,Khulumani Ndamane,TOTAL,37,-,2,10,-,"3,132'",True
128969,Mathew Ryan,LaLiga,36,56,9,4,-,"3,240'",True
128969,Mathew Ryan,Copa del Rey,-,-,-,-,-,-,True
128969,Mathew Ryan,TOTAL,36,56,9,4,-,"3,240'",True
129586,Joris Kayembe,Jupiler Pro League,20,-,1,4,-,"1,654'",True
129586,Joris Kayembe,Europa League,9,-,-,1,-,681',True
129586,Joris Kayembe,JPL Europe Play-Offs,8,-,-,1,-,453',True
129586,Joris Kayembe,Europa League Qualifying,2,-,-,-,-,102',True
129586,Joris Kayembe,Jupiler Pro League playoff Europa League,-,-,-,-,-,-,True
129586,Joris Kayembe,Croky Cup,-,-,-,-,-,-,True
129586,Joris Kayembe,TOTAL,39,-,1,6,-,"2,890'",True
130164,Jordan Pickford,Premier League,38,50,11,4,-,"3,420'",True
130164,Jordan Pickford,FA Cup,1,1,-,-,-,120',True
130164,Jordan Pickford,EFL Cup,-,-,-,-,-,-,True
130164,Jordan Pickford,TOTAL,39,51,11,4,-,"3,540'",True
1307898,Mohamed Alaa,Premier League,19,15,7,1,-,"1,710'",True
1307898,Mohamed Alaa,Relegation Playoff,10,6,5,2,-,900',True
1307898,Mohamed Alaa,Egyptian League Cup,2,-,2,-,-,139',True
1307898,Mohamed Alaa,Egypt Cup,1,3,-,-,-,90',True
1307898,Mohamed Alaa,TOTAL,32,24,14,3,-,"2,839'",True
131225,Nicolás Tagliafico,Ligue 1,20,-,3,4,1,"1,310'",True
131225,Nicolás Tagliafico,Europa League,8,-,-,2,1,560',True
131225,Nicolás Tagliafico,Coupe de France,2,-,-,1,-,149',True
131225,Nicolás Tagliafico,TOTAL,30,-,3,7,2,"2,019'",True
132098,Harry Kane,Bundesliga,31,36,5,1,-,"2,382'",True
132098,Harry Kane,UEFA Champions League,13,14,2,-,-,"1,041'",True
132098,Harry Kane,DFB-Pokal,6,10,-,1,-,537',True
132098,Harry Kane,DFL-Supercup,1,1,-,1,-,90',True
132098,Harry Kane,TOTAL,51,61,7,3,-,"4,050'",True
132561,Seyed Hossein Hosseini,Persian Gulf League,15,9,8,-,-,"1,350'",True
132561,Seyed Hossein Hosseini,AFC Champions League Two,5,5,2,-,-,480',True
132561,Seyed Hossein Hosseini,Hazfi Cup,2,3,1,-,-,180',True
132561,Seyed Hossein Hosseini,AFC CL Elite Qualif.,1,3,-,-,-,90',True
132561,Seyed Hossein Hosseini,TOTAL,23,20,11,-,-,"2,100'",True
133179,Marten de Roon,Serie A,34,1,2,6,1,"2,704'",True
133179,Marten de Roon,UEFA Champions League,12,-,2,2,-,899',True
133179,Marten de Roon,Italy Cup,4,1,-,1,-,315',True
133179,Marten de Roon,TOTAL,50,2,4,9,1,"3,918'",True
134270,Dan Burn,Premier League,29,1,3,9,1,"2,199'",True
134270,Dan Burn,UEFA Champions League,11,1,2,2,-,965',True
134270,Dan Burn,FA Cup,2,-,1,-,-,117',True
134270,Dan Burn,EFL Cup,2,-,-,-,-,180',True
134270,Dan Burn,TOTAL,44,2,6,11,1,"3,461'",True
134573,Mohamed El Shenawy,Premier League,15,13,5,2,-,"1,350'",True
